City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,novo aripuana,-5.1206,-60.3797,40.51,21,52,1.85,BR,1698516808
361,puerto quijarro,-17.7833,-57.7667,38.21,30,95,3.85,BO,1698516808
362,saint-pierre,-21.3393,55.4781,24.82,73,20,1.54,RE,1698516808
363,argo,37.6333,22.7333,20.44,68,7,1.18,GR,1698516808
364,priargunsk,50.3691,119.1012,3.71,53,97,1.5,RU,1698516738
365,mukalla,14.5425,49.1242,26.8,70,11,3.11,YE,1698516809
366,yulinshi,38.2906,109.7494,13.47,45,9,1.7,CN,1698516809
367,vorkuta,67.5,64.0,-14.44,99,97,1.64,RU,1698516809
368,kamien pomorski,53.9685,14.7726,8.2,79,97,4.59,PL,1698516809
369,helena valley southeast,46.6153,-111.9216,-3.26,71,0,1.79,US,1698516810
370,tucuma,-0.1833,-50.05,33.46,49,18,5.57,BR,1698516810
371,gagarawa,12.4074,9.5277,30.29,16,30,3.23,NG,1698516810
372,pikeville,37.4793,-82.5188,27.95,54,40,0.0,US,1698516810
373,al bardiyah,31.7561,25.0865,22.51,76,43,2.45,LY,1698516810
374,avon,41.4517,-82.0354,14.73,83,100,4.63,US,1698516594
375,cheremshan,54.6667,51.5,0.78,98,100,5.1,RU,1698516811
376,kitimat,54.0524,-128.6534,-0.79,43,5,0.38,CA,1698516730
377,vila franca do campo,37.7167,-25.4333,19.38,99,93,5.35,PT,1698516811
378,noumea,-22.2763,166.4572,19.99,79,41,5.62,NC,1698516792
379,el abiodh sidi cheikh,32.893,0.5484,23.06,21,100,2.09,DZ,1698516812
380,acarau,-2.8856,-40.12,29.97,60,5,10.87,BR,1698516524
381,lang son,21.8333,106.7333,20.83,97,100,1.81,VN,1698516812
382,koryazhma,61.3143,47.1691,-2.27,64,100,4.24,RU,1698516812
383,bartica,6.4,-58.6167,30.18,47,98,1.44,GY,1698516625
384,kharan,28.5833,65.4167,24.99,31,7,0.31,PK,1698516812
385,yorkton,51.2167,-102.4677,-4.09,58,20,7.72,CA,1698516813
386,villa huidobro,-34.8383,-64.5869,30.42,28,33,5.93,AR,1698516813
387,komotini,41.1228,25.3964,18.36,92,4,0.77,GR,1698516813
388,ipira,-12.1583,-39.7372,36.83,23,9,7.08,BR,1698516813
389,kudahuvadhoo,2.6708,72.8944,27.68,80,59,5.95,MV,1698516814
390,lagoa,39.05,-27.9833,17.36,61,100,11.25,PT,1698516814
391,silchar,24.8167,92.8,20.99,91,0,1.07,IN,1698516814
392,el nido,11.1858,119.3956,27.94,78,11,4.0,PH,1698516814
393,sagua de tanamo,20.5819,-75.2414,30.42,55,19,4.15,CU,1698516699
394,gobabis,-22.45,18.9667,25.06,14,0,5.5,NA,1698516814
395,kayangel,8.0823,134.7173,27.46,75,98,0.93,PW,1698516815
396,sao sepe,-30.1606,-53.5653,23.67,82,100,2.1,BR,1698516690
397,richland,40.7834,-82.5499,12.23,93,100,3.09,US,1698516815
398,stony plain,53.5334,-114.0021,-1.06,70,100,1.79,CA,1698516643
399,mirny,62.5353,113.9611,-8.59,84,27,4.53,RU,1698516815
400,panjab,34.388,67.0233,6.61,37,27,1.19,AF,1698516816
401,neya,58.2972,43.8681,-2.43,88,99,4.26,RU,1698516816
402,lieksa,63.3167,30.0167,-4.26,82,47,2.88,FI,1698516816
403,pucon,-39.2822,-71.9543,8.53,99,100,6.59,CL,1698516565
404,san matias,-16.3667,-58.4,39.27,26,76,5.79,BO,1698516817
405,mananara,-16.1667,49.7667,24.06,89,10,1.71,MG,1698516817
406,cabo san lucas,22.8909,-109.9124,28.67,57,0,3.09,MX,1698516817
407,paghman,34.5875,68.9533,11.63,40,31,1.3,AF,1698516817
408,nizhnesortymskiy,62.4397,71.7603,-11.04,90,9,2.65,RU,1698516817
409,maralal,1.0968,36.698,17.32,78,83,3.19,KE,1698516818
410,taltal,-25.4,-70.4833,18.46,68,14,3.16,CL,1698516818
411,richmond,37.5538,-77.4603,30.78,47,20,2.57,US,1698516736
412,kertih,4.5141,103.4483,25.53,86,58,1.3,MY,1698516818
413,es castell,39.8795,4.2854,20.38,73,0,6.69,ES,1698516818
414,deniliquin,-35.5333,144.9667,12.27,41,32,3.23,AU,1698516819
415,nyandoma,61.669,40.1991,-4.16,93,100,2.95,RU,1698516819
416,maryport,54.7143,-3.4951,10.5,91,91,0.89,GB,1698516819
417,huarmey,-10.0681,-78.1522,22.78,74,72,5.95,PE,1698516819
418,saudarkrokur,65.7461,-19.6394,0.16,83,89,2.01,IS,1698516819
419,formosa,-26.1775,-58.1781,21.99,94,100,4.12,AR,1698516820
420,mwanza,-2.5167,32.9,23.78,69,86,3.35,TZ,1698516820
421,lahad datu,5.0268,118.327,24.29,92,18,1.29,MY,1698516820
422,salavan,15.7167,106.4167,22.63,97,69,1.34,LA,1698516820
423,maumere,-8.6199,122.2111,26.33,73,30,2.61,ID,1698516820
424,junin de los andes,-39.9504,-71.0694,6.53,94,100,5.53,AR,1698516821
425,bradford,53.7939,-1.7521,10.83,98,100,3.6,GB,1698516821
426,buncrana,55.1333,-7.45,11.87,90,99,7.19,IE,1698516821
427,lai chau,22.3997,103.4517,18.24,98,100,0.75,VN,1698516821
428,fortuna,40.5982,-124.1573,12.74,86,0,3.09,US,1698516666
429,vilyuysk,63.7553,121.6247,-5.56,91,100,2.24,RU,1698516822
430,natal,-5.795,-35.2094,30.36,54,75,7.2,BR,1698516750
431,flin flon,54.7682,-101.865,-4.09,80,100,4.12,CA,1698516822
432,coruripe,-10.1256,-36.1756,27.92,61,100,6.65,BR,1698516822
433,idabel,33.8957,-94.8263,22.67,74,75,3.09,US,1698516822
434,lakhtar,22.85,71.7833,28.35,27,94,2.8,IN,1698516823
435,las lajitas,-24.6833,-64.25,34.29,30,2,3.5,AR,1698516823
436,siwa oasis,29.2041,25.5195,26.46,30,37,2.45,EG,1698516823
437,caleta de carquin,-11.0925,-77.6267,21.91,75,100,5.6,PE,1698516823
438,pangkalanbuun,-2.6833,111.6167,24.67,89,28,0.5,ID,1698516823
439,darwin,-12.4611,130.8418,27.99,81,18,2.57,AU,1698516774
440,suances,43.4334,-4.0434,22.21,54,0,7.72,ES,1698516824
441,gondia,21.45,80.2,18.62,65,1,0.28,IN,1698516824
442,dul'durga,50.6761,113.5931,-0.67,50,93,7.19,RU,1698516824
443,ikskile,56.8333,24.5,0.91,74,100,0.88,LV,1698516824
444,bichura,50.5881,107.6022,-3.78,68,76,1.6,RU,1698516824
445,sayat,38.7839,63.8803,23.32,27,100,2.61,TM,1698516825
446,talnakh,69.4865,88.3972,-15.44,92,77,0.81,RU,1698516825
447,saldanha,-33.0117,17.9442,15.03,62,0,11.86,ZA,1698516825
448,khash,28.2211,61.2158,19.5,40,32,2.38,IR,1698516825
449,malpe,13.35,74.7167,28.61,85,6,1.19,IN,1698516825
450,lihue,21.9789,-159.3672,24.58,82,0,3.6,US,1698516825
451,el granada,37.5027,-122.4694,17.48,62,0,0.45,US,1698516826
452,atkarsk,51.8718,45.0078,12.1,90,91,7.47,RU,1698516826
453,constantia,44.1833,28.65,17.61,48,65,2.15,RO,1698516735
454,aykhal,66.0,111.5,-17.17,99,89,4.17,RU,1698516826
455,port saint john's,-31.6229,29.5448,15.46,85,100,6.74,ZA,1698516826
456,sokoni,-6.4333,39.55,26.79,83,32,4.18,TZ,1698516827
457,kolonia,50.9333,6.95,13.31,82,75,4.12,DE,1698516588
458,newtown trim,53.5561,-6.77,11.93,90,83,4.15,IE,1698516827
459,jayapura,-2.5333,140.7,28.66,91,63,1.48,ID,1698516827
460,salekhard,66.53,66.6019,-11.9,90,73,1.06,RU,1698516827
461,soc trang,9.6033,105.98,24.94,92,100,2.34,VN,1698516828
462,wagar,16.1525,36.2032,33.06,36,29,3.51,SD,1698516828
463,kharp,66.8014,65.8081,-11.73,90,83,3.19,RU,1698516828
464,bargaal,11.2864,51.0773,26.34,78,48,3.09,SO,1698516828
465,fuli,46.7217,131.1394,2.63,42,91,1.84,CN,1698516828
466,al bayda',32.7627,21.7551,17.45,76,0,1.24,LY,1698516828
467,magadan,59.5667,150.8,-3.03,76,95,2.86,RU,1698516829
468,hammerfest,70.6634,23.6821,0.25,74,100,1.54,NO,1698516829
469,happy valley-goose bay,53.3168,-60.3315,4.17,87,100,2.06,CA,1698516829
470,mili,6.0815,171.735,28.21,75,97,5.29,MH,1698516829
471,igarka,67.4667,86.5833,-14.51,93,93,2.21,RU,1698516829
472,ullal,12.8,74.85,28.53,83,20,0.0,IN,1698516830
473,dudinka,69.4058,86.1778,-15.21,92,90,5.81,RU,1698516830
474,dahegam,23.1667,72.8167,25.87,31,100,2.55,IN,1698516830
475,mwinilunga,-11.7358,24.4293,19.15,77,60,2.69,ZM,1698516830
476,shiraz,29.6036,52.5388,19.69,37,0,2.06,IR,1698516513
477,trinidad,-14.8333,-64.9,35.76,37,96,5.19,BO,1698516831
478,ondjiva,-17.0667,15.7333,29.02,16,32,2.89,AO,1698516680
479,healesville,-37.65,145.5167,9.83,87,61,1.11,AU,1698516787
480,loango,-4.6719,11.8312,26.59,81,34,2.15,CG,1698516831
481,kish,26.5578,54.0194,27.15,69,0,2.06,IR,1698516831
482,sainte-rose,16.3324,-61.6979,27.02,89,75,5.66,GP,1698516832
483,garoowe,8.4054,48.4845,25.95,68,100,7.61,SO,1698516832
484,spring creek,40.7266,-115.5859,2.12,47,7,3.42,US,1698516832
485,borisovka,50.6236,35.9903,9.08,83,100,13.01,RU,1698516832
486,choyr,46.3611,108.3611,4.07,53,13,5.75,MN,1698516832
487,san julian,21.0167,-102.1667,22.64,43,44,3.53,MX,1698516832
488,eduardo castex,-35.915,-64.2945,30.52,23,56,8.51,AR,1698516833
489,fort bragg,35.139,-79.006,29.9,50,0,3.09,US,1698516833
490,boa vista,2.8197,-60.6733,34.99,43,40,3.09,BR,1698516833
491,fenghuang,27.9356,109.5996,15.47,80,52,0.75,CN,1698516833
492,sines,37.9562,-8.8698,19.05,84,19,4.47,PT,1698516833
493,selty,57.3132,52.1345,-3.5,95,97,3.87,RU,1698516834
494,ginir,7.1333,40.7,14.37,89,49,1.15,ET,1698516834
495,gadzhiyevo,69.2551,33.3362,-4.8,89,100,1.77,RU,1698516834
496,shilka,51.85,116.0333,2.72,52,90,4.99,RU,1698516834
497,fedorovskiy,45.0972,40.9517,19.57,59,60,7.82,RU,1698516834
498,vidyayevo,69.3191,32.8049,-4.83,91,100,1.77,RU,1698516834
499,holyhead,53.3062,-4.6321,12.76,82,75,3.6,GB,1698516835
500,mwene-ditu,-7.0,23.45,21.5,80,70,0.64,CD,1698516835
501,boone,39.0334,-92.3335,5.44,86,95,0.45,US,1698516835
502,namdrik,5.5994,168.1028,28.15,77,99,5.99,MH,1698516835
503,severnoye,56.3491,78.3619,-6.12,87,13,1.79,RU,1698516836
504,saint-francois,46.4154,3.9054,15.92,63,0,4.12,FR,1698516836
505,pizarro,4.9533,-77.366,23.09,96,100,3.95,CO,1698516836
506,verkhnevilyuysk,63.4453,120.3167,-6.85,95,100,1.52,RU,1698516737
507,baotou,40.6522,109.8222,11.35,29,22,1.48,CN,1698516836
508,san buenaventura,27.0833,-101.5333,28.37,65,75,2.06,MX,1698516778
509,santa maria,-29.6842,-53.8069,25.15,75,100,3.3,BR,1698516826
510,douz,33.4663,9.0203,26.41,32,89,2.85,TN,1698516837
511,kone,-21.0595,164.8658,20.34,87,51,3.1,NC,1698516837
512,lorengau,-2.0226,147.2712,27.42,80,77,3.63,PG,1698516837
513,rexburg,43.826,-111.7897,1.9,38,0,2.06,US,1698516722
514,dapa,9.7594,126.0531,27.0,81,31,1.47,PH,1698516837
515,minas de marcona,-15.2119,-75.1103,19.21,66,84,5.73,PE,1698516838
516,cockburn town,21.4612,-71.1419,28.1,74,15,6.92,TC,1698516838
517,du quoin,38.0114,-89.2362,9.47,53,100,2.92,US,1698516838
518,qarqaraly,49.4058,75.4742,-2.29,95,100,3.36,KZ,1698516838
519,baiyin,36.5583,104.2081,10.82,44,5,0.97,CN,1698516838
520,pithoragarh,29.5833,80.2167,10.02,82,100,1.14,IN,1698516839
521,santa ana,33.7456,-117.8678,22.06,68,40,2.06,US,1698516839
522,gaalkacyo,6.7697,47.4308,25.74,78,100,5.42,SO,1698516839
523,mangrol,21.1167,70.1167,27.48,64,96,0.83,IN,1698516839
524,sierra grande,-41.606,-65.3557,21.98,21,100,20.58,AR,1698516839
525,san martin,-33.081,-68.4681,33.3,10,1,3.32,AR,1698516840
526,san juan,-31.5375,-68.5364,35.73,4,1,4.35,AR,1698516638
527,carutapera,-1.195,-46.02,31.5,59,16,5.91,BR,1698516840
528,bulawayo,-20.15,28.5833,27.35,13,17,2.49,ZW,1698516840
529,naracoorte,-36.9579,140.7383,3.16,91,80,1.07,AU,1698516840
530,kualakapuas,-3.0091,114.3876,23.98,83,82,1.22,ID,1698516840
531,ejutla de crespo,16.5667,-96.7333,24.53,54,95,1.86,MX,1698516841
532,sosnogorsk,63.6023,53.8817,-5.81,89,100,2.24,RU,1698516841
533,chhindwara,22.0667,78.9333,18.44,54,2,1.52,IN,1698516841
534,bamboo flat,11.7,92.7167,27.46,78,50,1.14,IN,1698516841
535,sur,22.5667,59.5289,28.14,60,94,1.22,OM,1698516841
536,priego de cordoba,37.4381,-4.1952,16.38,66,1,1.61,ES,1698516623
537,nova vicosa,-17.8919,-39.3719,28.13,66,71,6.66,BR,1698516842
538,ruteng,-8.6136,120.4721,16.05,83,72,0.94,ID,1698516842
539,n'zeto,-7.2312,12.8666,25.87,85,48,4.77,AO,1698516842
540,cicero dantas,-10.6,-38.3833,34.81,24,99,8.41,BR,1698516842
541,kununurra,-15.7667,128.7333,16.99,67,68,1.03,AU,1698516842
542,khorinsk,52.1657,109.7726,-5.21,55,38,3.56,RU,1698516843
543,cinisi,38.1562,13.1073,22.56,69,20,3.6,IT,1698516843
544,ozu,33.5,132.55,11.02,82,0,3.7,JP,1698516843
545,toliara,-23.35,43.6667,24.48,74,1,2.01,MG,1698516843
546,tete,-16.1564,33.5867,33.93,28,15,2.3,MZ,1698516843
547,faya-largeau,17.9257,19.1043,30.92,14,75,5.43,TD,1698516844
548,togur,58.3631,82.8265,-7.14,89,64,2.24,RU,1698516844
549,vetluzhskiy,58.3902,45.4654,-2.76,73,100,1.34,RU,1698516844
550,ahar,38.4774,47.0699,15.48,41,36,2.44,IR,1698516844
551,kratie,12.4881,106.0188,24.45,95,100,1.02,KH,1698516845
552,puerto berrio,6.4916,-74.4033,27.02,81,100,0.3,CO,1698516845
553,barakani,-12.1356,44.4317,26.06,81,5,3.53,KM,1698516845
554,lycksele,64.5954,18.6735,-4.76,100,100,1.54,SE,1698516845
555,kargasok,59.0556,80.8572,-11.13,97,71,2.24,RU,1698516845
556,tosontsengel,48.7567,98.2839,-5.25,62,11,0.64,MN,1698516846
557,isangel,-19.55,169.2667,23.39,86,41,4.15,VU,1698516846
558,ilabaya,-17.4208,-70.5133,23.49,45,46,5.62,PE,1698516846
559,faaa,-17.55,-149.6,26.98,69,75,1.54,PF,1698516846
560,magburaka,8.7167,-11.95,25.15,92,99,1.01,SL,1698516847
561,urucui,-7.2294,-44.5561,41.12,17,23,3.93,BR,1698516847
562,harper,4.375,-7.7169,26.56,82,62,3.81,LR,1698516847
563,kasongo-lunda,-6.4667,16.8167,23.16,93,98,0.63,CD,1698516847
564,monte alegre,-2.0078,-54.0692,37.04,31,26,3.26,BR,1698516646
565,shengli,37.4564,118.4856,17.72,42,64,2.22,CN,1698516848
566,saint-joseph,-21.3667,55.6167,24.21,85,26,3.67,RE,1698516848
567,alice springs,-23.7,133.8833,11.75,14,56,2.06,AU,1698516848
568,sosnovo-ozerskoye,52.5249,111.5418,-6.26,46,33,6.97,RU,1698516848
569,taft,31.7471,54.2088,17.97,26,0,2.06,IR,1698516848
570,macapa,0.0389,-51.0664,34.99,46,20,6.17,BR,1698516849
571,chicoana,-25.1009,-65.5331,32.81,15,0,5.65,AR,1698516849
572,pemangkat,1.1667,108.9667,25.33,87,100,2.49,ID,1698516849
573,tan-tan,28.438,-11.1032,21.97,78,40,6.69,MA,1698516849
574,miramichi,47.0043,-65.4654,21.51,69,59,6.43,CA,1698516849
575,ust'-ilimsk,58.0006,102.6619,-3.64,56,100,5.36,RU,1698516850
576,loukhi,66.0764,33.0381,-4.41,82,28,1.6,RU,1698516850
577,vuktyl,63.8567,57.3094,-10.5,95,58,0.89,RU,1698516850
